work_item,target,action,position,other,confidence,frequency
左煽りドア開閉補助装置2個交換,ドア,交換,左,煽り開閉補助装置2個,100,1
ヒンジ左右交換,ヒンジ,交換,左,右,100,1
右サイドガードステー3本修正,ステー,修正,右,サイドガード3本,100,1
サイドガード折損部4ヶ所取り付け溶接,ガード,溶接,サイド,折損部4ヶ所取り付け,100,1
ダンプ床面破損部分３ヶ所切鉄板貼付加工溶接,,溶接,,ダンプ床面破損部分３ヶ所切鉄板貼付加工,40,1
左煽りドア表裏破損部分2ヶ所応急アルミ板貼付加工,ドア,加工,左,煽り表裏破損部分2ヶ所応急アルミ板貼付,100,1
サッシ,,,,,0,1
ランチャン交換,,交換,,ランチャン,40,1
差し込み口切断取替加工溶接,,取替,,差し込み口切断加工溶接,40,1
左カプラーガイド脱着,,脱着,左,カプラーガイド,60,1
曲がり直し鈑金,,直し,,曲がり鈑金,40,1
フレーム取付部曲がり直し,,取付,,フレーム部曲がり直し,40,1
右ウィングリターンスプリング折損切断,ウィング,切断,右,リターンスプリング折損,100,1
左右幌破損部分補修テープ貼り付け,,補修,左,右幌破損部分テープ貼り付け,60,1
ホースコック取り換え,ホース,,,コック取り換え,40,1
右フィニッシャー脱着フォグランプベゼル取り換え,ランプ,脱着,右,フィニッシャーフォグベゼル取り換え,100,1
カプラー滑り台脱着曲がり直し,,脱着,,カプラー滑り台曲がり直し,40,1
平和物流ライニング張替10枚,,張替,,平和物流ライニング10枚,40,1
折れ込みボルト切断,,切断,,折れ込みボルト,40,1
ナット溶接加工,,溶接,,ナット加工,40,1
右後ろ工具箱脱着,,脱着,右,後ろ工具箱,60,1
突っ張りステー2本腐食部分リブ入れ加工溶接,ステー,溶接,,突っ張り2本腐食部分リブ入れ加工,80,1
左右リヤ泥除けゴム取り換え加工,ゴム,加工,左,右リヤ泥除け取り換え,100,1
押えブラケット脱着,ブラケット,脱着,,押え,80,1
ダンプ鋼板捻じれ直し建付け調整,鋼板,調整,,ダンプ捻じれ直し建付け,80,1
左右支柱曲がり直し,,直し,左,右支柱曲がり,60,1
開き止め切断付替え加工,,切断,,開き止め付替え加工,40,1
ラジエター折れ込みボルト修理,,修理,,ラジエター折れ込みボルト,40,1
ストリップゴム付替え,ゴム,付替,,ストリップえ,80,1
右リヤフェンダー脱着鈑金,フェンダー,脱着,右,リヤ鈑金,100,1
右フェンダー脱着,フェンダー,脱着,右,,100,1
スケット交換,,交換,,スケット,40,1
三角リフレクター取付加工,,加工,,三角リフレクター取付,40,1
右ウィングシリンダー交換,ウィング,交換,右,シリンダー,100,1
サイドガード折損部加工溶接,ガード,溶接,サイド,折損部加工,100,1
左右スケット4個取外し,,,左,右スケット4個取外し,20,1
ステー取外し4ヶ所,ステー,,外,取し4ヶ所,60,1
カプラーワイヤー,,,,,0,1
ラック左ステー製作取替加工溶接,ステー,取替,左,ラック製作加工溶接,100,1
右後ろタイヤスタッドボルト折れ込み取り換え加工,タイヤ,加工,右,後ろスタッドボルト折れ込み取り換え,100,1
ブリッジ左右ショックアブソーバー2本交換,,交換,左,ブリッジ右ショックアブソーバー2本,60,1
左2軸ショックアブソーバー1本切断取り換え,,切断,左,2軸ショックアブソーバー1本取り換え,60,1
燃料移し替え,,,,,0,1
ボルト嚙み込み切断付替え加工,,切断,,ボルト嚙み込み付替え加工,40,1
コック付替え,,付替,,コックえ,40,1
ホース取替,ホース,取替,,,80,1
バンド切断交換,,交換,,バンド切断,40,1
ブラケットステー脱着,ステー,脱着,,ブラケット,80,1
ライニング錆落とし張替２枚,,張替,,ライニング錆落とし２枚,40,1
テールパイプ折損部パイプ制作取付加工溶接,パイプ,溶接,,テール折損部パイプ制作取付加工,80,1
タイコマフラー腐食部分パチ当て補修溶接,,溶接,,タイコマフラー腐食部分パチ当て補修,40,1
左前コンテナロックピン取付加工,,加工,左,前コンテナロックピン取付,60,1
右前ピンストッパー取付加工,,加工,右,前ピンストッパー取付,60,1
バンパーグリル交換,バンパー,交換,,グリル,80,1
リヤナンバーブラケット折損応急修理,ブラケット,修理,,リヤナンバー折損応急,80,1
左ウィング前後,ウィング,,左,前後,60,1
右ウィング後ろウェザーストリップゴム貼替加工,ゴム,加工,右,ウィング後ろウェザーストリップ貼替,100,1
ウィング左右３ヶ所ウェザーストリップゴム貼り付け,ゴム,,左,ウィング右３ヶ所ウェザーストリップ貼り付け,60,1
接着清掃,,,,,0,1
右前煽りキャッチ受けフック製作取付加工溶接,キャッチ,溶接,右,前煽り受けフック製作取付加工,100,1
左右大型反射板交換,反射板,交換,左,右大型,100,1
リヤバンパー反射板取り付け部錆落とし錆止め塗装,バンパー,塗装,,リヤ反射板取り付け部錆落とし錆止め,80,1
インタークーラーパイプ亀裂溶接,パイプ,溶接,,インタークーラー亀裂,80,1
サイドガード修正,ガード,修正,サイド,,100,1
鳥居荷掛け折損切断荷掛けブラケット製作取替加工溶接,ブラケット,取替,,鳥居荷掛け折損切断荷掛け製作加工溶接,80,1
右ドアー脱着ヒンジ2個交換,ドア,脱着,右,ーヒンジ2個交換,100,1
左右ボデーキャスターストッパー取付溶接,,溶接,左,右ボデーキャスターストッパー取付,60,1
ウィング幌骨腐食切断取替加工,ウィング,取替,,幌骨腐食切断加工,80,1
支柱腐食曲げ鋼板製作取付加工,鋼板,製作,,支柱腐食曲げ取付加工,80,1
蝶番製作取付,,製作,,蝶番取付,40,1
左煽りドア開閉補助装置2個調整,ドア,調整,左,煽り開閉補助装置2個,100,1
右ウィングウェザーストリップゴム清掃点検,ゴム,,右,ウィングウェザーストリップ清掃点検,60,1
右観音扉コンパネ入れ脱着,,脱着,右,観音扉コンパネ入れ,60,1
右前ウィングキャッチ受け脱着,キャッチ,脱着,右,前ウィング受け,100,1
捻じれ修理,,修理,,捻じれ,40,1
ボルト取替加工,,取替,,ボルト加工,40,1
クロスメンバー亀裂ボルト切断取替加工4本,メンバー,取替,,クロス亀裂ボルト切断加工4本,80,1
サイドカバー脱着,カバー,脱着,サイド,,100,1
クラッチブースタースプリング脱着,,脱着,,クラッチブースタースプリング,40,1
ブラケット2本脱着肉盛り溶接仕上げ,ブラケット,脱着,上,2本肉盛り溶接仕げ,100,1
嚙み込みボルト取替加工3本,,取替,,嚙み込みボルト加工3本,40,1
煽りドア開閉補助装置調整点検,ドア,調整,,煽り開閉補助装置点検,80,1
タンクバンド２本切断取り換え,タンク,切断,,バンド２本取り換え,80,1
燃料タンク修正,タンク,修正,,燃料,80,1
コンパネ立て修正,,修正,,コンパネ立て,40,1
リヤバンパー亀裂カット溶接,バンパー,溶接,,リヤ亀裂カット,80,1
折損ボルト取替加工,,取替,,折損ボルト加工,40,1
ブレーキライニング2枚交換,,交換,,ブレーキライニング2枚,40,1
エアーバルブ交換,,交換,,エアーバルブ,40,1
左右アーチゴム取り換え,ゴム,,左,右アーチ取り換え,60,1
左煽りドア開閉補助装置点検調整,ドア,調整,左,煽り開閉補助装置点検,100,1
ライトベゼル脱着,ライト,脱着,,ベゼル,80,1
ドアヒンジ2個,ドア,,,ヒンジ2個,40,1
ストライカー取り換え,,,,,0,1
ドア亀裂溶接,ドア,溶接,,亀裂,80,1
ウィングセンタービーム蝶番ボルト折損修理,ウィング,修理,センター,ビーム蝶番ボルト折損,100,1
インターロック脱着,,脱着,,インターロック,40,1
アーム補強取付溶接,,溶接,,アーム補強取付,40,1
左右大型反射板取替加工,反射板,取替,左,右大型加工,100,1
三角リフレクター取り換え,,,,,0,1
左右後ろセイコーラック破損,,,左,右後ろセイコーラック破損,20,1
煽りドア開閉補助装置アームブラケット交換３ヶ所,ドア,交換,,煽り開閉補助装置アームブラケット３ヶ所,80,1
DPFマフラーカバー脱着,カバー,脱着,,DPFマフラー,80,1
右コンパネ立て修正リベット追加加工,,加工,右,コンパネ立て修正リベット追加,60,1
右後ろ開閉補助装置交換,,交換,右,後ろ開閉補助装置,60,1
燃料タンク位置修正,タンク,修正,,燃料位置,80,1
バンド２本取り換え,,,,,0,1
左煽りドア開閉補助装置交換,ドア,交換,左,煽り開閉補助装置,100,1
左前泥除けゴム取替加工,ゴム,取替,左,前泥除け加工,100,1
トレーラーフェンダー左右前ブラケット脱着折損修正溶接,フェンダー,脱着,左,トレーラー右前ブラケット折損修正溶接,100,1
左ドア鈑金,ドア,鈑金,左,,100,1
大型ライニング張替6枚,,張替,,大型ライニング6枚,40,1
工具箱キャッチ取替,キャッチ,取替,,工具箱,80,1
アウトリガーベアリング取替加工,,取替,,アウトリガーベアリング加工,40,1
ジャンパーホース加工,ホース,加工,,ジャンパー,80,1
荷台ストッパーフック亀裂溶接,,溶接,,荷台ストッパーフック亀裂,40,1
左右大型反射板リベット打ち替え,反射板,,左,右大型リベット打ち替え,60,1
右ファーストステップブラケット交換,ステップ,交換,右,ファーストブラケット,100,1
インナーシールボード鈑金,,鈑金,インナー,シールボード,60,1
左後ろ開閉補助装置取替加工,,取替,左,後ろ開閉補助装置加工,60,1
左後ろ煽りドア持込開閉補助装置取替加工,ドア,取替,左,後ろ煽り持込開閉補助装置加工,100,1
左前煽りドア持込開閉補助装置取替加工,ドア,取替,左,前煽り持込開閉補助装置加工,100,1
亀裂溶接6カ所,,溶接,,亀裂6カ所,40,1
左右バックプレートボルト折れ込み取外し加工12本,,加工,左,右バックプレートボルト折れ込み取外し12本,60,1
スプリングブラケット亀裂溶接,ブラケット,溶接,,スプリング亀裂,80,1
クロスメンバー亀裂切断,メンバー,切断,,クロス亀裂,80,1
補強取付溶接修理,,修理,,補強取付溶接,40,1
ウィングクッションボルト止め,ウィング,,,クッションボルト止め,40,1
ブリッジキャブショックアブソーバ左右交換,,交換,左,ブリッジキャブショックアブソーバ右,60,1
右踊場脱着,,脱着,右,踊場,60,1
プラットホーム取付ブラケットボルト折損修理,ブラケット,修理,,プラットホーム取付ボルト折損,80,1
右前サイドバンパーステー脱着折損修理,バンパー,脱着,右,前サイドステー折損修理,100,1
左右煽りドア開閉補助装置横根太取付ボルト10㎜穴掘り加工2本取替,ドア,取替,左,右煽り開閉補助装置横根太取付ボルト10㎜穴掘り加工2本,100,1
バックプレート取外し,,,外,バックプレート取し,20,1
折損ボルト24本取外し加工,,加工,外,折損ボルト24本取し,60,1
右ドアウェザーストリップゴム交換スカッフプレート脱着,ドア,脱着,右,ウェザーストリップゴム交換スカッフプレート,100,1
折損ボルト修理,,修理,,折損ボルト,40,1
左テールランプ応急修理,ランプ,修理,左,テール応急,100,1
右サイドガード前ステー2本折損修正溶接,ステー,溶接,右,サイドガード前2本折損修正,100,1
左スケット破損,,,左,スケット破損,20,1
分解応急修理,,修理,,分解応急,40,1
左右前ステンフェンダー脱着スケット2個調整,フェンダー,脱着,左,右前ステンスケット2個調整,100,1
後ろスケット2個調整,,調整,後,ろスケット2個,60,1
ドア蝶番2個交換,ドア,交換,,蝶番2個,80,1
リヤ泥除けゴム4枚取替加工,ゴム,取替,,リヤ泥除け4枚加工,80,1
左前ウィングキャッチ切断取替加工,キャッチ,取替,左,前ウィング切断加工,100,1
左右エプロンゴム取付,ゴム,取付,左,右エプロン,100,1
リヤキャブショック左右交換,,交換,左,リヤキャブショック右,60,1
左サイドミラー交換,ミラー,交換,左,サイド,100,1
バックカメラ付替え加工,,加工,,バックカメラ付替え,40,1
右ウィングセンターステー脱着曲がり直し,ステー,脱着,右,ウィングセンター曲がり直し,100,1
サスペンション交換,,交換,,サスペンション,40,1
右リヤフェンダーアーチゴム留め金具制作取付,フェンダー,取付,右,リヤアーチゴム留め金具制作,100,1
バンパー交換一式,バンパー,交換,,一式,80,1
左右床板枠修正ビス止め加工,,加工,左,右床板枠修正ビス止め,60,1
プラットホーム点検ブッシュ取替加工,,取替,,プラットホーム点検ブッシュ加工,40,1
左右サイドガード突っ張りステー8カ所リブ入れ溶接,ステー,溶接,左,右サイドガード突っ張り8カ所リブ入れ,100,1
キャリーラック取替加工,,取替,,キャリーラック加工,40,1
煽りドア6枚コーナーブロックリベット打ち替え加工,ドア,加工,,煽り6枚コーナーブロックリベット打ち替え,80,1
脱着修正4本,,脱着,,修正4本,40,1
補強取付加工2本,,加工,,補強取付2本,40,1
キャッチ受け脱着曲がり直し4枚,キャッチ,脱着,,受け曲がり直し4枚,80,1
右コボレーンリベット打ち替え,,,右,コボレーンリベット打ち替え,20,1
燃料タンクキャップ固定加工,タンク,加工,,燃料キャップ固定,80,1
フレーム間メンバー亀裂リブ制作取付加工10ヶ所,メンバー,加工,,フレーム間亀裂リブ制作取付10ヶ所,80,1
右センタースロットル分解取替,,取替,右,センタースロットル分解,60,1
リヤ反射板左右取替加工,反射板,取替,左,リヤ右加工,100,1
スルーシャフトメクラキャップ修正,,修正,,スルーシャフトメクラキャップ,40,1
左前後セイコーラック取替加工,,取替,左,前後セイコーラック加工,60,1
UDPCマフラーカバー脱着,カバー,脱着,,UDPCマフラー,80,1
インナーステー脱着ボルト折れ込み取り換え修理,ステー,脱着,インナー,ボルト折れ込み取り換え修理,100,1
左サイドガードステー２本折損修正リブ溶接,ステー,溶接,左,サイドガード２本折損修正リブ,100,1
左右煽りドア開閉補助装置2個取り換え加工,ドア,加工,左,右煽り開閉補助装置2個取り換え,100,1
ウィング左前リーンホースメント取替加工,ホース,取替,左,ウィング前リーンメント加工,100,1
暴風版応急修理,,修理,,暴風版応急,40,1
型違い持ち込み反射板穴掘り取付加工,反射板,加工,,型違い持ち込み穴掘り取付,80,1
右アウトリガー脱着,,脱着,右,アウトリガー,60,1
ボルト取付,,取付,,ボルト,40,1
右サスベローズ交換,,交換,右,サスベローズ,60,1
右バックミラー脱着,ミラー,脱着,右,バック,100,1
アンダーミラーサイドステー脱着修正,ミラー,脱着,サイド,アンダーステー修正,100,1
燃料タンク交換一式,タンク,交換,,燃料一式,80,1
左右ライディングギヤASSY取替加工,,取替,左,右ライディングギヤASSY加工,60,1
観音扉蝶番ピン取替,,取替,,観音扉蝶番ピン,40,1
フロントリッド開閉修理,,修理,フロント,リッド開閉,60,1
キャブルーフ内張脱着,,脱着,内,キャブルーフ張,60,1
カメラハーネス張替加工,,加工,,カメラハーネス張替,40,1
カーテン脱着付替え加工,,脱着,,カーテン付替え加工,40,1
右ドアー,ドア,,右,ー,60,1
セカンドステップカバー,ステップ,,,セカンドカバー,40,1
スプラッシュガード,ガード,,,スプラッシュ,40,1
ウィング水切りゴム張替加工,ゴム,加工,,ウィング水切り張替,80,1
ドライバーシート脱着サスペンションブラケット交換,ブラケット,脱着,,ドライバーシートサスペンション交換,80,1
右三角リフレクター交換,,交換,右,三角リフレクター,60,1
ブラケット脱着曲がり直し,ブラケット,脱着,,曲がり直し,80,1
ボルト切断取替加工２本,,取替,,ボルト切断加工２本,40,1
キャブショックアブソーバ左右交換,,交換,左,キャブショックアブソーバ右,60,1
大型反射板取替加工,反射板,取替,,大型加工,80,1
テールパイプブラケット取替,ブラケット,取替,,テールパイプ,80,1
右ミラー脱着,ミラー,脱着,右,,100,1
サイドアーム交換,ドア,交換,サイド,アーム,100,1
床面修正貼付加工,,加工,,床面修正貼付,40,1
左右コボレーン前コーキング処理,,,左,右コボレーン前コーキング処理,20,1
ダンプレバー分解修理,,修理,,ダンプレバー分解,40,1
左バンパーフィニッシャー持込取替,バンパー,取替,左,フィニッシャー持込,100,1
左ヘッドライト持込取替,ライト,取替,左,ヘッド持込,100,1
左フォグランプ持込取替,ランプ,取替,左,フォグ持込,100,1
インナーバンパー応急修理品交換,バンパー,交換,インナー,応急修理品,100,1
フロントショックアブソーバ1本取替,,取替,フロント,ショックアブソーバ1本,60,1
左後ろウィング水切りゴム張替加工,ゴム,加工,左,後ろウィング水切り張替,100,1
プラットホーム脱着,,脱着,,プラットホーム,40,1
反射板脱着加工,反射板,脱着,,加工,80,1
滑り止め張替,,張替,,滑り止め,40,1
鋼板亀裂ステン溶接,鋼板,溶接,,亀裂ステン,80,1
ウィング蝶番センタービーム亀裂点検,ウィング,,センター,蝶番ビーム亀裂点検,60,1
シリンダー点検,,,,,0,1
左右煽りドアヒンジ点検,ドア,,左,右煽りヒンジ点検,60,1
ヒンジボルト取付加工,ヒンジ,加工,,ボルト取付,80,1
左マッドガード交換エプロン付替え,ガード,交換,左,マッドエプロン付替え,100,1
左サイドガードステー折損部修正溶接,ステー,溶接,左,サイドガード折損部修正,100,1
フェンダーカバー交換,フェンダー,交換,,カバー,80,1
フレーム左右穴掘り加工,,加工,左,フレーム右穴掘り,60,1
ジョルダー折損部カット溶接,,溶接,,ジョルダー折損部カット,40,1
ホース交換,ホース,交換,,,80,1
ナンバーブラケット鈑金加工,ブラケット,加工,,ナンバー鈑金,80,1
床板破損部分張替加工,,加工,,床板破損部分張替,40,1
左ショックアブソーバー脱着,,脱着,左,ショックアブソーバー,60,1
リベット取替加工,,取替,,リベット加工,40,1
左フレーム間ハーネス,,,左,フレーム間ハーネス,20,1
パイプ,パイプ,,,,40,1
センサー脱着,センサー,脱着,,,80,1
モーター取替一式,,取替,,モーター一式,40,1
防振ゴム取替,ゴム,取替,,防振,80,1
右前煽りドア持ち込み開閉補助装置取替加工,ドア,取替,右,前煽り持ち込み開閉補助装置加工,100,1
右バンパー部品,バンパー,,右,部品,60,1
右ライト一式交換,ライト,交換,右,一式,100,1
左サイドフロントステンボード脱着,,脱着,左,サイドフロントステンボード,60,1
取付ステー折損部修正ステン溶接,ステー,溶接,,取付折損部修正ステン,80,1
右後ろ煽りドア開閉補助装置持ち込み品取替加工,ドア,取替,右,後ろ煽り開閉補助装置持ち込み品加工,100,1
ライニング8枚取替,,取替,,ライニング8枚,40,1
フロントショックアブソーバー1本取替,,取替,フロント,ショックアブソーバー1本,60,1
左右キャスターストッパー切断切替溶接,,溶接,左,右キャスターストッパー切断切替,60,1
追加タップ留め加工,,加工,,追加タップ留め,40,1
煽りスケット調整,,調整,,煽りスケット,40,1
クロスメンバー亀裂修正溶接,メンバー,溶接,,クロス亀裂修正,80,1
ライニング貼付8枚,,,,,0,1
ライセンスブラケット折損部修正,ブラケット,修正,,ライセンス折損部,80,1
スケット点検,,,,,0,1
タイヤホイールカバー全数脱着,タイヤ,脱着,,ホイールカバー全数,80,1
アンテナ脱着位置替え,,脱着,,アンテナ位置替え,40,1
煽りドア開閉補助装置持ち込み品2個交換,ドア,交換,,煽り開閉補助装置持ち込み品2個,80,1
アーム脱着取替加工,,脱着,,アーム取替加工,40,1
スケット4個取替,,取替,,スケット4個,40,1
ライニング貼付,,,,,0,1
フロントショックアブソーバー切断取替加工,,取替,フロント,ショックアブソーバー切断加工,60,1
コンパネ立てステー穴掘り付替え修理,ステー,修理,,コンパネ立て穴掘り付替え,80,1
左サイドガードステー3本応急修理,ステー,修理,左,サイドガード3本応急,100,1
助手席ドア内張脱着,ドア,脱着,内,助手席張,100,1
アウターハンドル交換,ハンドル,交換,アウター,,100,1
反射板左右入替,反射板,,左,右入替,60,1
ドライバーシートクッション交換,シート,交換,,ドライバークッション,80,1
左ミラーアーム交換,ミラー,交換,左,アーム,100,1
ウィング応急修理,ウィング,修理,,応急,80,1
パイプステー交換,ステー,交換,,パイプ,80,1
タイコマフラー前後ステー脱着吊り下げゴム交換,ステー,脱着,前,タイコマフラー後吊り下げゴム交換,100,1
左右キャスターストッパーフック部分切り出し取付加工溶接,,溶接,左,右キャスターストッパーフック部分切り出し取付加工,60,1
左ステンサイドガードステー折損修正溶接,ステー,溶接,左,ステンサイドガード折損修正,100,1
UDPCカバー,カバー,,,UDPC,40,1
ステー取付,ステー,取付,,,80,1
ブラケットボルト折れ込み修理,ブラケット,修理,,ボルト折れ込み,80,1
煽りドア開閉補助装置持ち込み品取替,ドア,取替,,煽り開閉補助装置持ち込み品,80,1
サイドガード足載せプレート左右鈑金修理,ガード,修理,左,サイド足載せプレート右鈑金,100,1
幌骨枠差し込み口4ケ加工取替,,取替,,幌骨枠差し込み口4ケ加工,40,1
1ケ鈑金修理,,修理,,1ケ鈑金,40,1
ブラケット溶接修理,ブラケット,修理,,溶接,80,1
荷台歩み板修正,,修正,,荷台歩み板,40,1
右バックミラーアーム脱着,ミラー,脱着,右,バックアーム,100,1
ドアバイザーコーキング処理,ドア,,,バイザーコーキング処理,40,1
スケット脱着付替え加工,,脱着,,スケット付替え加工,40,1
右後ろ煽りドアキャッチ取替,ドア,取替,右,後ろ煽りキャッチ,100,1
キャッチ受け脱着鈑金修理,キャッチ,脱着,,受け鈑金修理,80,1
L型ステイ折損修正溶接,,溶接,,L型ステイ折損修正,40,1
右後ろ煽りドアスケット取外し,ドア,,右,後ろ煽りスケット取外し,60,1
マニュホルドスタッドボルト折れ込み修理,,修理,,マニュホルドスタッドボルト折れ込み,40,1
架台位置替え加工,,加工,,架台位置替え,40,1
ジョルダー脱着付替え加工,,脱着,,ジョルダー付替え加工,40,1
踊場枠骨ステー脱着折損修正溶接,ステー,脱着,,踊場枠骨折損修正溶接,80,1
サイドバンパー亀裂溶接左右5カ所,バンパー,溶接,左,サイド亀裂右5カ所,100,1
床鉄板前側切断取外し,,切断,前,床鉄板側取外し,60,1
AHIノズルボルト折れ込み修理,,修理,,AHIノズルボルト折れ込み,40,1
ドライバーシート肘掛け脱着点検,シート,脱着,,ドライバー肘掛け点検,80,1
右煽りドアスケット前側取替,ドア,取替,右,煽りスケット前側,100,1
後ろ側取付,,取付,後,ろ側,60,1
煽りドア開閉補助装置分解曲がり直し鈑金,ドア,直し,,煽り開閉補助装置分解曲がり鈑金,80,1
スプリングカバー取替,カバー,取替,,スプリング,80,1
アウトリガーASSY取替,,取替,,アウトリガーASSY,40,1
ステイ付替え加工,,加工,,ステイ付替え,40,1
溶接ブラケット切断取替加工,ブラケット,取替,,溶接切断加工,80,1
フレーム鈑金,,鈑金,,フレーム,40,1
テールパイプ切替加工,パイプ,加工,,テール切替,80,1
左右ステイ取替,,取替,左,右ステイ,60,1
マーカーステイ折損ステン溶接,,溶接,,マーカーステイ折損ステン,40,1
燃料タンク渡りホース取替,ホース,取替,,燃料タンク渡り,80,1
煽りスケット4ヶ所調整,,調整,,煽りスケット4ヶ所,40,1
駐車ブレーキハンドル取付,ハンドル,取付,,駐車ブレーキ,80,1
左ミラーアームガタガ取り点検,ミラー,,左,アームガタガ取り点検,60,1
左リヤ泥除けゴム取付,ゴム,取付,左,リヤ泥除け,100,1
左右ドア建付け調整,ドア,調整,左,右建付け,100,1
キャッチグリスアップ,キャッチ,,,グリスアップ,40,1
左ミラーアーム･左右コーナーパネル脱着,パネル,脱着,左,ミラーアーム･左右コーナー,100,1
ワイパーアームASSY取替,,取替,,ワイパーアームASSY,40,1
煽りドアキャッチ受けブラケット切断加工調整,ドア,調整,,煽りキャッチ受けブラケット切断加工,80,1
ボデー床ダンプ当たり面鉄板張りダンプ降板当たり調整,,調整,,ボデー床ダンプ当たり面鉄板張りダンプ降板当たり,40,1
キャスターストッパー作成作業,,,,,0,1
キャスターストッパー取替加工,,取替,,キャスターストッパー加工,40,1
バッテリーブラケット建込溶接修理,ブラケット,修理,,バッテリー建込溶接,80,1
鳥居アルミ縞鋼板破損部分応急切断加工,鋼板,切断,,鳥居アルミ縞破損部分応急加工,80,1
曲がり修正穴掘りリベット留め加工,,加工,,曲がり修正穴掘りリベット留め,40,1
雨漏り補修コーキング処理,,補修,,雨漏りコーキング処理,40,1
左右フレーム前側腐食部分切断鉄板張り加工溶接2カ所,,溶接,左,右フレーム前側腐食部分切断鉄板張り加工2カ所,60,1
サイドガード切替加工溶接4本,ガード,溶接,サイド,切替加工4本,100,1
突っ張り棒切断取替加工溶接1本,,取替,,突っ張り棒切断加工溶接1本,40,1
出張距離70㎞,,,,,0,1
左前スケット分解アームハンドル鈑金･ストッパーステン溶接,ハンドル,溶接,左,前スケット分解アーム鈑金･ストッパーステン,100,1
乗降ハンドル,ハンドル,,,乗降,40,1
室内養生作業,,,内,室養生作業,20,1
シートカバー付替え,カバー,付替,,シートえ,80,1
左センタースロットルハンドル,ハンドル,,左,センタースロットル,60,1
ガイド切断取外し,,切断,外,ガイド取し,60,1
左センタースロットルハンドル切断取外し,ハンドル,切断,左,センタースロットル取外し,100,1
燃料タンクバンド切断取替加工,タンク,取替,,燃料バンド切断加工,80,1
左セイコーラックガイド取外し,,,左,セイコーラックガイド取外し,20,1
左右煽りドア開閉補助装置4ヶ所アームハンドル修正穴掘り通しボルト止め加工,ドア,加工,左,右煽り開閉補助装置4ヶ所アームハンドル修正穴掘り通しボルト止め,100,1
工具箱取付ボルト切断取外し,,切断,外,工具箱取付ボルト取し,60,1
左ウィング前ロアレール破損部脱着,レール,脱着,左,ウィング前ロア破損部,100,1
応急鈑金･亀裂応急アルミ溶接,,溶接,,応急鈑金･亀裂応急アルミ,40,1
右煽りドア前後開閉補助装置２個取替,ドア,取替,右,煽り前後開閉補助装置２個,100,1
左前煽りドア開閉補助装置穴掘り取替加工,ドア,取替,左,前煽り開閉補助装置穴掘り加工,100,1
ボルト切断取替加工3本,,取替,,ボルト切断加工3本,40,1
前後左右フェリーフックブラケット製作取付加工4ヶ所,ブラケット,製作,左,前後右フェリーフック取付加工4ヶ所,100,1
左右フェンダープレート取付ボルト増し締め点検,フェンダー,取付,左,右プレートボルト増し締め点検,100,1
ステンボルト取付（ボルト込み）,,取付,,ステンボルト（ボルト込み）,40,1
カプラースイッチレバー製作取替加工,,取替,,カプラースイッチレバー製作加工,40,1
スペアタイヤブラケット脱着,タイヤ,脱着,,スペアブラケット,80,1
折損ボルト取替（12ミリボルト込み）,,取替,,折損ボルト（12ミリボルト込み）,40,1
乗降ハンドル脱着,ハンドル,脱着,,乗降,80,1
1月15日ドライバーシート肘掛け脱着分解応急修理,シート,脱着,,1月15日ドライバー肘掛け分解応急修理,80,1
ボルト穴タップ掛け加工,,加工,,ボルト穴タップ掛け,40,1
左サイドガードステップ2枚リベット打ち替え,ステップ,,左,サイドガード2枚リベット打ち替え,60,1
コーキング打設,,,,,0,1
右スプリングラバー前後清掃ボルト切断取替,,取替,右,スプリングラバー前後清掃ボルト切断,60,1
ラバー２個取替加工,,取替,,ラバー２個加工,40,1
リヤゲート嚙み込みヒンジ修理,ヒンジ,修理,,リヤゲート嚙み込み,80,1
ピンロック取外し加工,,加工,外,ピンロック取し,60,1
チェーン溶接,,溶接,,チェーン,40,1
キャッチ修理,キャッチ,修理,,,80,1
ハンドル折損取付加工,ハンドル,加工,,折損取付,80,1
ロープ2個取付溶接（部品込み）,,溶接,,ロープ2個取付（部品込み）,40,1
コボレーンシート押え脱着,シート,脱着,,コボレーン押え,80,1
シート破損部分補修テープ貼付,シート,補修,,破損部分テープ貼付,80,1
ドラックリンク割ピン部加工,,加工,,ドラックリンク割ピン部,40,1
バンパーASSY交換,バンパー,交換,,ASSY,80,1
左サイドガード折損切替溶接,ガード,溶接,左,サイド折損切替,100,1
センタースロットルキャッチハンドル脱着,ハンドル,脱着,センター,スロットルキャッチ,100,1
ピン曲がり直し,,直し,,ピン曲がり,40,1
シーム製作取付,,製作,,シーム取付,40,1
ガイドブラケット脱着鈑金,ブラケット,脱着,,ガイド鈑金,80,1
ベゼル交換,,交換,,ベゼル,40,1
リベット打ち2本(材料込み）,,,,,0,1
左アーチゴム交換,ゴム,交換,左,アーチ,100,1
フェンダー脱着修正バックランプ,フェンダー,脱着,,修正バックランプ,80,1
反射板,反射板,,,,40,1
テールランプ脱着,ランプ,脱着,,テール,80,1
歩み板取付ボルト折れ込み修理3本,,修理,,歩み板取付ボルト折れ込み3本,40,1
歩み板取付,,取付,,歩み板,40,1
ウィングキャッチ受け3個取替加工,キャッチ,取替,,ウィング受け3個加工,80,1
左右バックランプステー製作取付溶接塗装,ランプ,溶接,左,右バックステー製作取付塗装,100,1
左右フロントキャブサスベローズ交換,,交換,左,右フロントキャブサスベローズ,60,1
