invoice_id,invoice_month,invoice_date,customer_name,subject,registration_number,発注番号,order_number,subtotal,tax_amount,total_amount
23102371-1,2310,2023-10-22,UDトラックス株式会社,平和物流株式会社,北九州100あ8220,1700410479,2304752-01,57200,5200,57200
23102372-1,2310,2023-10-22,UDトラックス株式会社,周防運輸有限会社,北九州131く･･55,1700410475,2304920-01,66220,6020,66220
23102373-1,2310,2023-10-22,UDトラックス株式会社,有限会社井手梱包,北九州100か8491,1700410478,2304972-01,21450,1950,21450
23102374-1,2310,2023-10-23,UDトラックス株式会社,丸正運送株式会社,筑豊800か･775,1700410361,2304447-01,11000,1000,11000
23102375-1,2310,2023-10-25,UDトラックス株式会社,丸正運送株式会社,筑豊800か･775,1700410499,2305094-01,11000,1000,11000
23102376-1,2310,2023-10-23,UDトラックス株式会社,株式会社森若商会,北九州100か3501,1700410457,2304916-01,3300,300,3300
23102376-2,2310,2023-10-25,UDトラックス株式会社,株式会社バンテック,北九州100え･395,1700410503,2305034-01,19800,1800,19800
23102377-1,2310,2023-10-25,UDトラックス株式会社,株式会社ケイエム運輸機工,北九州100か7885,1700410502,2304669-01,15840,1440,15840
23102378-1,2310,2023-10-25,UDトラックス株式会社,株式会社バンテック,北九州100え･396,1700410501,2305035-01,19800,1800,19800
23102379-1,2310,2023-10-25,UDトラックス株式会社,株式会社バンテック,北九州100え･387,1700410501,2305031-01,19800,1800,19800
23102380-1,2310,2023-10-25,UDトラックス株式会社,株式会社バンテック,北九州100え･396,1700410500,2305035-01,25080,2280,25080
23102380-2,2310,2023-10-25,UDトラックス株式会社,株式会社バンテック,北九州100え･396,1700410500,2305035-01,27720,2520,27720
23102381-1,2310,2023-10-25,UDトラックス株式会社,久富産業株式会社,北九州11け4075,1700410496,2305076-01,61600,5600,61600
23102381-2,2310,2023-10-25,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3246,1700410494,2305073-01,22000,2000,22000
23102382-1,2310,2023-10-25,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･769,1700410493,2303877-01,19800,1800,19800
23102383-1,2310,2023-10-25,UDトラックス株式会社,有限会社井手梱包,北九州100か8708,1700410484,2305020-01,17600,1600,17600
23102384-1,2310,2023-10-25,UDトラックス株式会社,菊竹産業株式会社,北九州100あ4823,1700410490,2305017-01,24200,2200,24200
23102385-1,2310,2023-10-26,UDトラックス株式会社,株式会社森若商会,北九州100か3501,1700410482,2305026-01,15400,1400,15400
23102386-1,2310,2023-10-26,UDトラックス株式会社,株式会社バンテック,北九州100え4024,1700410507,2305102-01,11000,1000,11000
23102387-1,2310,2023-10-26,UDトラックス株式会社,株式会社森若商会,北九州130あ7287,1700410508,2305089-01,4400,400,4400
23102388-1,2310,2023-10-29,UDトラックス株式会社,株式会社サクラ物流,北九州130い･795,1700410531,2305157-01,19800,1800,19800
23102389-1,2310,2023-10-29,UDトラックス株式会社,株式会社バンテック,北九州130あ4012,1700410530,2305169-01,5500,500,5500
23102390-1,2310,2023-10-29,UDトラックス株式会社,株式会社バンテック,北九州100え･389,1700410526,2305146-01,19800,1800,19800
23102391-1,2310,2023-10-29,UDトラックス株式会社,東陸ロジテック株式会社,福岡130あ･586,1700410522,2305149-01,9900,900,9900
23102392-1,2310,2023-10-29,UDトラックス株式会社,株式会社バンテック九州,北九州130あ2983,1700410518,2305131-01,5500,500,5500
23102393-1,2310,2023-10-29,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2664,1700410512,2304553-01,1100,100,1100
23102394-1,2310,2023-10-29,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･421,1700410515,2305064-01,6600,600,6600
23102395-1,2310,2023-10-29,UDトラックス株式会社,株式会社東西運輸,北九州100き1060,1700410514,2305105-01,11000,1000,11000
23102396-1,2310,2023-10-29,UDトラックス株式会社,東洋物産株式会社,新車999ん9999,SP00050983,1389213,55000,5000,55000
23102397-1,2310,2023-10-29,UDトラックス株式会社,豊運輸株式会社,北九州100か9307,1700410505,2305100-01,13200,1200,13200
23102398-1,2310,2023-10-29,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･478,1700410485,2305044-01,45650,4150,45650
23102399-1,2310,2023-10-29,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･478,1700410485,2305044-01,58850,5350,58850
23102400-1,2310,2024-03-06,UDトラックス株式会社,丸正運送株式会社,筑豊800か･775,1700411396,2401102-01,11000,1000,11000
23102400-2,2310,2024-03-06,UDトラックス株式会社,丸正運送株式会社,筑豊800か･775,1700411396,2401102-01,0,0,0
23102607-1,2311,2023-11-05,UDトラックス株式会社,株式会社サクラ物流,北九州100か7462,1700410544,2305195-01,25300,2300,25300
23102607-2,2311,2023-11-05,UDトラックス株式会社,鶴丸海運株式会社,北九州130か･901,1700410557,2305246-01,7700,700,7700
23112401-1,2311,2023-11-05,UDトラックス株式会社,鶴丸海運株式会社,北九州11け4054,1700410552,2305222-01,50050,4550,50050
23112402-1,2311,2023-11-05,UDトラックス株式会社,東邦興産株式会社,北九州100き4399,1700410543,230521-01,8800,800,8800
23112403-1,2311,2023-11-05,UDトラックス株式会社,株式会社白石開発,北九州100え4799,1700410517,2305136-01,211200,19200,211200
23112404-1,2311,2023-11-05,UDトラックス株式会社,株式会社森若商会,北九州130い1971,1700410549,2305238-01,1100,100,1100
23112405-1,2311,2023-11-05,UDトラックス株式会社,株式会社サクラ物流,北九州130い･774,1700410562,2305269-01,2640,240,2640
23112406-1,2311,2023-11-05,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え4201,1700410561,2305178-01,89100,8100,89100
23112407-1,2311,2023-11-05,UDトラックス株式会社,株式会社サクラ物流,北九州130い･786,1700410538,2304300-01,20350,1850,20350
23112408-1,2311,2023-11-07,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え3783,1700410567,2305177-01,9350,850,9350
23112409-1,2311,2023-11-07,UDトラックス株式会社,有限会社晃栄建設,北九州101す1000,1700410566,2305291-01,1100,100,1100
23112410-1,2311,2023-11-08,UDトラックス株式会社,株式会社サクラ物流,北九州130か･805,1700410571,2305283-01,16500,1500,16500
23112411-1,2311,2023-11-12,UDトラックス株式会社,豊運輸株式会社,北九州100か9307,1700410578,2305357-01,11000,1000,11000
23112412-1,2311,2023-11-12,UDトラックス株式会社,株式会社バンテック九州,北九州100え3763,1700410575,2305259-01,16500,1500,16500
23112413-1,2311,2023-11-12,UDトラックス株式会社,株式会社バンテック九州,北九州100き1127,1700410574,2305339-01,16500,1500,16500
23112414-1,2311,2023-11-13,UDトラックス株式会社,東洋物産株式会社,北九州130い1040,1700410591,2305263-01,7150,650,7150
23112415-1,2311,2023-11-13,UDトラックス株式会社,株式会社バンテック九州,北九州100え3776,1700410582,2305337-01,5500,500,5500
23112416-1,2311,2023-11-13,UDトラックス株式会社,株式会社　北九州物流サービス,北九州100き1785,1700410585,2305354-01,57200,5200,57200
23112417-1,2311,2023-11-14,UDトラックス株式会社,株式会社サクラ物流,北九州130い･759,1700410603,2305467-01,7700,700,7700
23112418-1,2311,2023-11-14,UDトラックス株式会社,株式会社バンテック,北九州130あ3396,1700410598,2305262-01,26400,2400,26400
23112419-1,2311,2023-11-15,UDトラックス株式会社,株式会社サクラ物流,北九州130い･790,1700410613,2305254-01,3300,300,3300
23112420-1,2311,2023-11-15,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･739,1700410612,2305501-01,8800,800,8800
23112421-1,2311,2023-11-16,UDトラックス株式会社,豊運輸株式会社,北九州100か9307,1700410623,2305524-01,13200,1200,13200
23112422-1,2311,2023-11-16,UDトラックス株式会社,株式会社バンテック,北九州100え･394,1700410621,2305476-01,19800,1800,19800
23112423-1,2311,2023-11-16,UDトラックス株式会社,株式会社バンテック九州,北九州11け6926,1700410620,2305380-01,14300,1300,14300
23112424-1,2311,2023-11-16,UDトラックス株式会社,株式会社バンテック九州,北九州11け6929,1700410620,2305380-01,14300,1300,14300
23112425-1,2311,2023-11-16,UDトラックス株式会社,株式会社バンテック九州,北九州11け4059,1700410607,2304898-01,326260,29660,326260
23112425-2,2311,2023-11-16,UDトラックス株式会社,株式会社バンテック九州,北九州11け4059,1700410607,2304898-01,330220,30020,330220
23112426-1,2311,2023-11-19,UDトラックス株式会社,東洋物産株式会社,北九州130う1041　,1700410639,2305417-01,7150,650,7150
23112426-2,2311,2023-11-19,UDトラックス株式会社,鶴丸海運株式会社,北九州100あ4811,1700410627,2305207-01,8800,800,8800
23112427-1,2311,2023-11-19,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700410614,2305477-01,101200,9200,101200
23112428-1,2311,2023-11-19,UDトラックス株式会社,株式会社バンテック,北九州100え･394,1700410621,2305476-01,19800,1800,19800
23112429-1,2311,2023-11-19,UDトラックス株式会社,株式会社バンテック,北九州100え･436,1700410657,2305512-01,19800,1800,19800
23112430-1,2311,2023-11-21,UDトラックス株式会社,株式会社バンテック,北九州100え･436,1700410657,2305512-01,19800,1800,19800
23112430-2,2311,2023-11-19,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え4196,1700410624,2305179-01,11880,1080,11880
23112430-3,2311,2023-11-19,UDトラックス株式会社,平和物流株式会社,新車999ん9999,1700410625,2305528-01,1100,100,1100
23112431-1,2311,2023-11-19,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100き1100,1700410619,2305410-01,5500,500,5500
23112432-1,2311,2023-11-19,UDトラックス株式会社,株式会社バンテック九州,北九州130あ4089,1700410611,2305498-01,19800,1800,19800
23112433-1,2311,2023-11-19,UDトラックス株式会社,東洋物産株式会社,新車999ん9999,1700410604,2305445-01,66000,6000,66000
23112434-1,2311,2023-11-21,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700410668,2305620-01,5500,500,5500
23112435-1,2311,2023-11-21,UDトラックス株式会社,株式会社バンテック,北九州100え･397,1700410646,2305481-01,19800,1800,19800
23112436-1,2311,2023-11-23,UDトラックス株式会社,株式会社ケイティトランスポート,筑豊130い1605,1700410660,2305604-01,5500,500,5500
23112437-1,2311,2023-11-23,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2872,1700410652,2305206-01,13200,1200,13200
23112438-1,2311,2023-11-23,UDトラックス株式会社,菊竹産業株式会社,北九州100き1767,1700410674,2305255-01,19800,1800,19800
23112439-1,2311,2023-11-23,UDトラックス株式会社,東洋物産株式会社,北九州130あ1042,1700410673,2305568-01,7150,650,7150
23112440-1,2311,2023-11-23,UDトラックス株式会社,ガレージアクティブレーシング,北九州130そ4023,1700410670,2305513-01,8800,800,8800
23112441-1,2311,2023-11-23,UDトラックス株式会社,株式会社サクラ物流,北九州100あ4378,1700410669,2305598-01,13200,1200,13200
23112442-1,2311,2023-11-26,UDトラックス株式会社,株式会社ケイティトランスポート,筑豊830あ1712,1700410679,2305655-01,5280,480,5280
23112443-1,2311,2023-11-26,UDトラックス株式会社,株式会社森若商会,北九州130う1971,1700410681,2305667-01,16500,1500,16500
23112444-1,2311,2023-11-26,UDトラックス株式会社,株式会社森若商会,北九州130い1971,1700410680,2305669-01,28600,2600,28600
23112445-1,2311,2023-11-27,UDトラックス株式会社,興栄産業株式会社,北九州100す5699,1700410651,2305585-01,32450,2950,32450
23112446-1,2311,2023-11-27,UDトラックス株式会社,株式会社ジャパンライン,大分100か8962,1700410662,2305602-01,52800,4800,52800
23112447-1,2311,2023-11-27,UDトラックス株式会社,株式会社上野商会,北九州131い･･60,1700410685,2305648-01,13200,1200,13200
23112448-1,2311,2023-11-29,UDトラックス株式会社,パッシブル有限会社,北九州130い･680,1700410694,2305711-01,3300,300,3300
23112449-1,2311,2023-11-29,UDトラックス株式会社,株式会社サクラ物流,北九州130い･786,1700410661,2304990-01,11000,1000,11000
23112450-1,2311,2023-11-30,UDトラックス株式会社,ユニプレス物流株式会社,北九州100か6788,1700410711,2305768-01,7700,700,7700
23112451-1,2311,2023-11-30,UDトラックス株式会社,豊運輸株式会社,北九州130あ･948,1700410710,2305682-01,33000,3000,33000
23112452-1,2311,2023-11-30,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え4543,1700410709,2305651-01,1100,100,1100
23112453-1,2312,2023-12-03,UDトラックス株式会社,株式会社バンテック,北九州100え･450,1700410715,2305816-01,27500,2500,27500
23112454-1,2312,2023-12-03,UDトラックス株式会社,株式会社森若商会,北九州130い1971,1700410717,2305794-01,33000,3000,33000
23122455-1,2312,2023-12-03,UDトラックス株式会社,東邦興産株式会社,相模100か6672,1700410707,2305696-01,16500,1500,16500
23122456-1,2312,2023-12-04,UDトラックス株式会社,KD物流株式会社,北九州130か2100,1700410723,2305837-01,4400,400,4400
23122457-1,2312,2023-12-04,UDトラックス株式会社,新手運輸有限会社,北九州11け6547,1700410727,2305699-01,4400,400,4400
23122458-1,2312,2023-12-04,UDトラックス株式会社,三原物流株式会社,新車999ん9999,23010179,sp00057139,6600,600,6600
23122459-1,2312,2023-12-04,UDトラックス株式会社,曽根金属工業株式会社,北九州100は3218,1700410721,2305647-01,20900,1900,20900
23122460-1,2312,2023-12-06,UDトラックス株式会社,株式会社バンテック九州,北九州100え3612,1700410744,2305849-01,14080,1280,14080
23122461-1,2312,2023-12-06,UDトラックス株式会社,ラックライド株式会社,北九州130あ9610,1700410743,2305841-01,19800,1800,19800
23122463-1,2312,2023-12-06,UDトラックス株式会社,久富産業株式会社,北九州100か8409,1700410742,2305889-01,6600,600,6600
23122464-1,2312,2023-12-06,UDトラックス株式会社,ユニプレス物流株式会社,北九州100か6788,1700410716,2305768-01,19800,1800,19800
23122464-2,2312,2023-12-07,UDトラックス株式会社,東洋物産株式会社,北九州130あ1043,1700410750,2305748-01,7150,650,7150
23122465-1,2312,2023-12-10,UDトラックス株式会社,鶴丸海運株式会社,北九州1100え3245,1700410762,2305962-01,3300,300,3300
23122466-1,2312,2023-12-10,UDトラックス株式会社,協栄ライン株式会社,福岡100え2965,1700410757,2305903-01,5280,480,5280
23122467-1,2312,2023-12-10,UDトラックス株式会社,株式会社バンテック九州,北九州130い4066k,1700410756,2305957-01,23100,2100,23100
23122468-1,2312,2023-12-10,UDトラックス株式会社,有限会社エムアイ通商,北九州100え5158,1700410740,2305887-01,41800,3800,41800
23122469-1,2312,2023-12-11,UDトラックス株式会社,KD物流株式会社,北九州130い･418,1700410766,2305754-01,56100,5100,56100
23122470-1,2312,2023-12-11,UDトラックス株式会社,東洋物産株式会社,北九州130あ9230,1700410698,2305747-01,17600,1600,17600
23122471-1,2312,2023-12-13,UDトラックス株式会社,ユニプレス物流株式会社,北九州100き2171,1700410787,2306049-01,3300,300,3300
23122472-1,2312,2023-12-13,UDトラックス株式会社,株式会社東西運輸,北九州100え2620,1700410778,2305976-01,13200,1200,13200
23122473-1,2312,2023-12-13,UDトラックス株式会社,株式会社バンテック九州,北九州130あ7083,1700410772,2305286-01,26400,2400,26400
23122474-1,2312,2023-12-13,UDトラックス株式会社,苅田工場部整部門経費,不明999ん9998,1700410487,2305052-01,250800,22800,250800
23122475-1,2312,2023-12-13,UDトラックス株式会社,苅田工場部整部門経費,不明999ん9998,1700410487,2305052-01,41800,3800,41800
23122476-1,2312,2023-12-13,UDトラックス株式会社,株式会社バンテック九州,北九州130あ7083,1700410737,2305890-01,74800,6800,74800
23122476-2,2312,2023-12-14,UDトラックス株式会社,上田産業株式会社,北九州135こ･･11,1700410802,2305982-01,19800,1800,19800
23122477-1,2312,2023-12-14,UDトラックス株式会社,平和物流株式会社,北九州100か9892,1700410768,2306003-01,30800,2800,30800
23122478-1,2312,2023-12-14,UDトラックス株式会社,株式会社バンテック九州,北九州100え5125,1700410781,2305842-01,14080,1280,14080
23122479-1,2312,2023-12-14,UDトラックス株式会社,合資会社山下組苅田営業所,北九州11き9001,1700410783,2305907,25300,2300,25300
23122480-1,2312,2023-12-14,UDトラックス株式会社,株式会社バンテック,北九州130あ4091,1700410800,2305990-01,3300,300,3300
23122481-1,2312,2023-12-14,UDトラックス株式会社,苅田工場部整部門経費,不明999ん9998,1700410796,2306075-01,104500,9500,104500
23122482-1,2312,2023-12-14,UDトラックス株式会社,苅田工場部整部門経費,不明999ん9998,1700410797,2306076-01,104500,9500,104500
23122483-1,2312,2023-12-17,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･763,1700410815,2306033-01,70400,6400,70400
23122484-1,2312,2023-12-17,UDトラックス株式会社,有限会社井手梱包,北九州100か8491,1700410804,2305153-01,33000,3000,33000
23122485-1,2312,2023-12-17,UDトラックス株式会社,ユニプレス物流株式会社,北九州100き･594,1700410808,2305988-01,26400,2400,26400
23122486-1,2312,2023-12-19,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･768,1700410818,2306137-01,5500,500,5500
23122487-1,2312,2023-12-20,UDトラックス株式会社,株式会社東西運輸,北九州100え3913,1700410860,2306140-01,7700,700,7700
23122488-1,2312,2023-12-20,UDトラックス株式会社,光栄自動車,不明999ん9998,2700403179,,4400,400,4400
23122489-1,2312,2023-12-20,UDトラックス株式会社,豊運輸株式会社,北九州100き1017,1700410827,2306162-01,16500,1500,16500
23122490-1,2312,2023-12-20,UDトラックス株式会社,新手運輸有限会社,北九州100え3068,1700410826,2306155-01,6600,600,6600
23122491-1,2312,2023-12-20,UDトラックス株式会社,東邦興産株式会社,北九州100き3314,1700410825,2306154-01,4400,400,4400
23122492-1,2312,2023-12-20,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100か6213,1700410820,2305838-01,5500,500,5500
23122493-1,2312,2023-12-20,UDトラックス株式会社,有限会社三栄運輸,北九州101き･･･8,1700410821,2306124-01,2200,200,2200
23122494-1,2312,2023-12-20,UDトラックス株式会社,平和物流株式会社,北九州100か8384,1700410858,2306189-01,35200,3200,35200
23122495-1,2312,2023-12-20,UDトラックス株式会社,株式会社サクラ物流,北九州130う･797,1700410817,2306087-01,28600,2600,28600
23122496-1,2312,2023-12-24,UDトラックス株式会社,光栄自動車,不明999ん9998,2700403177,,2200,200,2200
23122497-1,2312,2023-12-24,UDトラックス株式会社,三友建設工業株式会社,北九州100は1661,1700410903,2306088-01,6600,600,6600
23122498-1,2312,2023-12-24,UDトラックス株式会社,田村運輸株式会社,北九州100き1918,1700410915,2306283-01,8800,800,8800
23122499-1,2312,2023-12-24,UDトラックス株式会社,株式会社サクラ物流,北九州130い･812,1700410911,2306279-01,11000,1000,11000
23122501-1,2312,2023-12-24,UDトラックス株式会社,丸正運送株式会社,筑豊800か･･79,1700410907,2306241-01,13200,1200,13200
23122502-1,2312,2023-12-24,UDトラックス株式会社,周防運輸有限会社,北九州130い･･62,1700410905,2306129-01,3300,300,3300
23122502-2,2312,2023-12-24,UDトラックス株式会社,株式会社サクラ物流,北九州130え･807,1700410918,2306252-01,2200,200,2200
23122503-1,2312,2023-12-24,UDトラックス株式会社,株式会社サクラ物流,北九州130え･807,1700410914,2306252-01,8800,800,8800
23122504-1,2312,2023-12-24,UDトラックス株式会社,東洋物産株式会社,北九州130あ1044,1700410862,2306180-01,7150,650,7150
23122505-1,2312,2023-12-24,UDトラックス株式会社,株式会社ユートランス,北九州130か･778,1700410759,2305885-01,11000,1000,11000
23122506-1,2312,2023-12-24,UDトラックス株式会社,株式会社ユートランス,北九州130か･778,1700410759,2305885-01,13200,1200,13200
23122507-1,2312,2023-12-26,UDトラックス株式会社,株式会社バンテック,横浜11け5983,1700410935,2306330-01,13200,1200,13200
23122507-2,2312,2023-12-26,UDトラックス株式会社,KD物流株式会社,北九州130い･418,1700410897,2306141-01,6600,600,6600
23122508-1,2312,2023-12-26,UDトラックス株式会社,株式会社富士技研,北九州100さ8752,1700410920,2306248-01,23760,2160,23760
23122509-1,2312,2023-12-26,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･768,1700410836,2306137-01,88000,8000,88000
23122510-1,2312,2023-12-27,UDトラックス株式会社,九州西濃運輸株式会社,北九州100か3259,1700410941,2306038-01,8800,800,8800
23122511-1,2312,2023-12-27,UDトラックス株式会社,中野産業株式会社,北九州130あ3201,1700410946,2306272-01,13200,1200,13200
23122512-1,2312,2023-12-29,UDトラックス株式会社,平和物流株式会社,北九州100き1329,1700410943,2306348-01,13200,1200,13200
23122513-1,2312,2023-12-29,UDトラックス株式会社,株式会社バンテック,北九州130あ4090,1700410944,2306343-01,8800,800,8800
23122514-1,2312,2023-12-29,UDトラックス株式会社,九州紙運輸株式会社,北九州130い･166,1700410947,2306351-01,22000,2000,22000
23122515-1,2312,2023-12-29,UDトラックス株式会社,鶴丸海運株式会社,北九州100か5957,1700410953,2305919-01,5500,500,5500
23122516-1,2401,2024-01-08,UDトラックス株式会社,ラックライド株式会社,北九州130い5016,1700410977,2400039-01,16500,1500,16500
23122517-1,2401,2024-01-08,UDトラックス株式会社,丸正運送株式会社,筑豊830う･･32,1700410968,2306194-01,11000,1000,11000
24012518-1,2401,2024-01-08,UDトラックス株式会社,株式会社バンテック九州,北九州100き3879,1700410969,2400050-01,77000,7000,77000
24012519-1,2401,2024-01-08,UDトラックス株式会社,株式会社バンテック九州,北九州100き3879,1700410969,2400050-01,77000,7000,77000
24012520-1,2401,2024-01-08,UDトラックス株式会社,KD物流株式会社,北九州101か80000,1700410966,2400044-01,74800,6800,74800
24012520-2,2401,2024-01-08,UDトラックス株式会社,KD物流株式会社,北九州101か8000,1700410966,2400044-01,74800,6800,74800
24012521-1,2401,2024-01-11,UDトラックス株式会社,株式会社サクラ物流,北九州100か5522,1700410979,240065-01,13200,1200,13200
24012521-2,2401,2024-01-11,UDトラックス株式会社,愛宕自動車工業株式会社,北九州130ふ･･60,1700410971,2306337-01,6600,600,6600
24012522-1,2401,2024-01-11,UDトラックス株式会社,株式会社サクラ物流,北九州130い･786,1700410995,2304990-01,3300,300,3300
24012523-1,2401,2024-01-11,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･763,1700410987,2400009-01,11000,1000,11000
24012524-1,2401,2024-01-11,UDトラックス株式会社,株式会社バンテック九州,北九州130あ2996,1700411003,2400110-01,106700,9700,106700
24012525-1,2401,2024-01-15,UDトラックス株式会社,東洋物産株式会社,北九州130う8805,1700411022,2400155-01,11000,1000,11000
24012526-1,2401,2024-01-15,UDトラックス株式会社,東洋物産株式会社,北九州130あ1045,1700411019,2400096-01,7150,650,7150
24012527-1,2401,2024-01-15,UDトラックス株式会社,東洋物産株式会社,北九州100え3903,1700411015,2400071-01,19250,1750,19250
24012528-1,2401,2024-01-15,UDトラックス株式会社,株式会社東西運輸,北九州100え3903,1700411015,2400071-01,19250,1750,19250
24012529-1,2401,2024-01-15,UDトラックス株式会社,0,0,0,0,0,0,0
24012529-2,2401,2024-01-15,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･765,1700411012,2400128-01,5500,500,5500
24012530-1,2401,2024-01-15,UDトラックス株式会社,株式会社サクラ物流,北九州130い･793,700411026,2400125-01,4400,400,4400
24012531-1,2401,2024-01-16,UDトラックス株式会社,株式会社バンテック,北九州130あ4111,1700411025,2400165-01,4950,450,4950
24012531-2,2401,2024-01-17,UDトラックス株式会社,株式会社サクラ物流,北九州130いい･786,170041038,2304990-01,9900,900,9900
24012532-1,2401,2024-01-17,UDトラックス株式会社,平和物流株式会社,北九州100き3491,1700411041,2400205-01,38500,3500,38500
24012533-1,2401,2024-01-17,UDトラックス株式会社,株式会社バンテック,北九州130あ1453,1700411017,2400147-01,221760,20160,221760
24012534-1,2401,2024-01-18,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700411049,2400220-01,3300,300,3300
24012535-1,2401,2024-01-22,UDトラックス株式会社,宮西設備株式会社,北九州100あ4145,1700411071,2305940-01,19800,1800,19800
24012536-1,2401,2024-01-22,UDトラックス株式会社,株式会社サクラ物流,北九州130か･801,1700411070,2400250-01,24200,2200,24200
24012537-1,2401,2024-01-22,UDトラックス株式会社,有限会社大雄産業,北九州100か2232,1700411060,2400194-01,11000,1000,11000
24012538-1,2401,2024-01-22,UDトラックス株式会社,株式会社バンテック,北九州130あ4109,1700411061,2400262-01,6600,600,6600
24012539-1,2401,2024-01-24,UDトラックス株式会社,株式会社サクラ物流,北九州130か･805,1700411082,2306079-01,8800,800,8800
24012540-1,2401,2024-01-24,UDトラックス株式会社,株式会社サクラ物流,北九州130い･824,1700411064,2400266-01,15400,1400,15400
24012541-1,2401,2024-01-25,UDトラックス株式会社,鶴丸海運株式会社,北九州11け4450,1700411087,2400158-01,8250,750,8250
24012542-1,2401,2024-01-28,UDトラックス株式会社,Lib株式会社,北九州800か･864,1700411094,2400335-01,11000,1000,11000
24012543-1,2401,2024-01-28,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2364,1700411095,2400294-01,5500,500,5500
24012544-1,2401,2024-01-28,UDトラックス株式会社,小倉第一運送有限会社,北九州130え2010,1700411093,2400380-01,5500,500,5500
24012545-1,2401,2024-01-28,UDトラックス株式会社,株式会社森若商会,北九州100か3501,1700411101,2400360-01,8800,800,8800
24012546-1,2401,2024-01-28,UDトラックス株式会社,中野産業株式会社,北九州130あ3204,1700411121,2400333-01,5500,500,5500
24012547-1,2401,2024-01-28,UDトラックス株式会社,株式会社白石開発,北九州130こ1200,1700411091,2400282-01,159500,14500,159500
24012548-1,2401,2024-01-29,UDトラックス株式会社,株式会社バンテック,北九州100え･415,1700411148,2400461-01,19800,1800,19800
24012549-1,2401,2024-01-29,UDトラックス株式会社,株式会社バンテック九州,北九州100き3879,1700411146,2400050-01,19800,1800,19800
24012550-1,2401,2024-01-29,UDトラックス株式会社,株式会社バンテック,北九州130あ4204,1700411147,2400290-01,19800,1800,19800
24012551-1,2401,2024-01-29,UDトラックス株式会社,株式会社バンテック,北九州130あ4204,1700411414,2400290-01,19800,1800,19800
24012552-1,2401,2024-01-29,UDトラックス株式会社,株式会社バンテック,北九州100え･420,1700411414,2401148-01,19800,1800,19800
24012552-2,2401,2024-01-29,UDトラックス株式会社,株式会社森若商会,北九州100か6471,1700410636,2305552-01,74800,6800,74800
24012552-3,2401,2024-01-31,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･768,1700410990,2400093-01,88000,8000,88000
24012553-1,2401,2024-01-31,UDトラックス株式会社,株式会社　北九州物流サービス,北九州130い1812,1700411161,2400468-01,6600,600,6600
24012554-1,2401,2024-01-31,UDトラックス株式会社,株式会社サクラ物流,北九州130い･776,1700411152,2400463-01,88000,8000,88000
24012555-1,2401,2024-02-03,UDトラックス株式会社,行橋市・みやこ町清掃施設組合,北九州131け6000,1700411171,2400530-01,27500,2500,27500
24012556-1,2401,2024-02-03,UDトラックス株式会社,行橋市・みやこ町清掃施設組合,北九州131け6000,1700411171,2400530-01,0,0,0
24012557-1,2401,2024-02-03,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130え476,1700411170,2400457-01,11000,1000,11000
24012557-2,2401,2024-02-03,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130え476,1700411170,2400457-01,0,0,0
24012558-1,2401,2024-02-03,UDトラックス株式会社,株式会社バンテック九州,北九州130う4010,1700411173,2400521-01,19800,1800,19800
24012558-2,2401,2024-02-03,UDトラックス株式会社,株式会社バンテック九州,北九州130う4010,1700411173,2400521-01,0,0,0
24012559-1,2401,2024-02-03,UDトラックス株式会社,平和物流株式会社,北九州100か1102,1700411182,2400567-01,28600,2600,28600
24012559-2,2401,2024-02-03,UDトラックス株式会社,平和物流株式会社,北九州100か1102,1700411182,2400567-01,0,0,0
24012560-1,2401,2024-02-03,UDトラックス株式会社,株式会社サクラ物流,北九州130い･812,1700411184,2400357-01,12320,1120,12320
24012560-2,2401,2024-02-03,UDトラックス株式会社,株式会社サクラ物流,北九州130い･812,1700411184,2400357-01,0,0,0
